"Product Code",Vendor,"Product Name","Service Name",Color,Tags,"Link Url",Stock,"Print Area","Freight Description","Individual Product Packaging","Standard Production Time",Size,"Quantity Break Point 1","Quantity Break Point Price 1","Quantity Break Point 2","Quantity Break Point Price 2","Quantity Break Point 3","Quantity Break Point Price 3","Quantity Break Point 4","Quantity Break Point Price 4",Brand,"Parent Product Code",Category,"Sub Category",Description,"Primary Price Description","Carton Height","Carton Width","Carton Depth","Carton Weight","Qty Per Carton","Carton Cubic","Carton Notes","Decoration Name0",decoration_additional_0_qty_0,decoration_additional_0_price_0,decoration_additional_0_qty_1,decoration_additional_0_price_1,"Decoration 0 Setup Notes","Decoration 0 Setup Cost 0"
050026A2X0,"Superior AW","Gildan Heavy Cotton Adult T-Shirt",Standard,Navy,,,,,,,,S,1,4.8,16,4.15,101,3.95,,,Gildan,5000,,,"Seamless double needle 2.22 cm collar, Taped neck and shoulders, Double needle sleeve and bottom hem, Quarter-turned to eliminate centre crease, Tear away label",,,,,,,,,,,,,,,
050026A2X0,"Superior AW","Gildan Heavy Cotton Adult T-Shirt",Standard,Navy,,,,,,,,XL,1,4.8,16,4.15,101,3.95,,,Gildan,5000,,,"Seamless double needle 2.22 cm collar, Taped neck and shoulders, Double needle sleeve and bottom hem, Quarter-turned to eliminate centre crease, Tear away label",,,,,,,,,,,,,,,
050026A2X0,"Superior AW","Gildan Heavy Cotton Adult T-Shirt",Standard,Black,,,,,,,,2XL,1,4.45,16,3.8,101,3.6,,,Gildan,5000,,,"Seamless double needle 2.22 cm collar, Taped neck and shoulders, Double needle sleeve and bottom hem, Quarter-turned to eliminate centre crease, Tear away label",,,,,,,,,,,,,,,
050026A2X0,"Superior AW","Gildan Heavy Cotton Adult T-Shirt",Standard,Black,,,,,,,,L,1,4.45,16,3.8,101,3.6,,,Gildan,5000,,,"Seamless double needle 2.22 cm collar, Taped neck and shoulders, Double needle sleeve and bottom hem, Quarter-turned to eliminate centre crease, Tear away label",,,,,,,,,,,,,,,
050026A2X0,"Superior AW","Gildan Heavy Cotton Adult T-Shirt",Standard,Black,,,,,,,,M,1,4.45,16,3.8,101,3.6,,,Gildan,5000,,,"Seamless double needle 2.22 cm collar, Taped neck and shoulders, Double needle sleeve and bottom hem, Quarter-turned to eliminate centre crease, Tear away label",,,,,,,,,,,,,,,
050026A2X0,"Superior AW","Gildan Heavy Cotton Adult T-Shirt",Standard,Black,,,,,,,,S,1,4.45,16,3.8,101,3.6,,,Gildan,5000,,,"Seamless double needle 2.22 cm collar, Taped neck and shoulders, Double needle sleeve and bottom hem, Quarter-turned to eliminate centre crease, Tear away label",,,,,,,,,,,,,,,
050026A2X0,"Superior AW","Gildan Heavy Cotton Adult T-Shirt",Standard,Black,,,,,,,,XL,1,4.45,16,3.8,101,3.6,,,Gildan,5000,,,"Seamless double needle 2.22 cm collar, Taped neck and shoulders, Double needle sleeve and bottom hem, Quarter-turned to eliminate centre crease, Tear away label",,,,,,,,,,,,,,,
050026A2X0,"Superior AW","Gildan Heavy Cotton Adult T-Shirt",Standard,Black,,,,,,,,3XL,1,4.85,16,4.2,101,4.2,,,Gildan,5000,,,"Seamless double needle 2.22 cm collar, Taped neck and shoulders, Double needle sleeve and bottom hem, Quarter-turned to eliminate centre crease, Tear away label",,,,,,,,,,,,,,,
050026A2X0,"Superior AW","Gildan Heavy Cotton Adult T-Shirt",Standard,Red,,,,,,,,2XL,1,4.8,16,4.15,101,3.95,,,Gildan,5000,,,"Seamless double needle 2.22 cm collar, Taped neck and shoulders, Double needle sleeve and bottom hem, Quarter-turned to eliminate centre crease, Tear away label",,,,,,,,,,,,,,,
050026A2X0,"Superior AW","Gildan Heavy Cotton Adult T-Shirt",Standard,Red,,,,,,,,L,1,4.8,16,4.15,101,3.95,,,Gildan,5000,,,"Seamless double needle 2.22 cm collar, Taped neck and shoulders, Double needle sleeve and bottom hem, Quarter-turned to eliminate centre crease, Tear away label",,,,,,,,,,,,,,,
050026A2X0,"Superior AW","Gildan Heavy Cotton Adult T-Shirt",Standard,Red,,,,,,,,M,1,4.8,16,4.15,101,3.95,,,Gildan,5000,,,"Seamless double needle 2.22 cm collar, Taped neck and shoulders, Double needle sleeve and bottom hem, Quarter-turned to eliminate centre crease, Tear away label",,,,,,,,,,,,,,,
050026A2X0,"Superior AW","Gildan Heavy Cotton Adult T-Shirt",Standard,Red,,,,,,,,S,1,4.8,16,4.15,101,3.95,,,Gildan,5000,,,"Seamless double needle 2.22 cm collar, Taped neck and shoulders, Double needle sleeve and bottom hem, Quarter-turned to eliminate centre crease, Tear away label",,,,,,,,,,,,,,,
050026A2X0,"Superior AW","Gildan Heavy Cotton Adult T-Shirt",Standard,Red,,,,,,,,XL,1,4.8,16,4.15,101,3.95,,,Gildan,5000,,,"Seamless double needle 2.22 cm collar, Taped neck and shoulders, Double needle sleeve and bottom hem, Quarter-turned to eliminate centre crease, Tear away label",,,,,,,,,,,,,,,
050026A2X0,"Superior AW","Gildan Heavy Cotton Adult T-Shirt",Standard,Charcoal,,,,,,,,2XL,1,4.8,16,4.15,101,3.95,,,Gildan,5000,,,"Seamless double needle 2.22 cm collar, Taped neck and shoulders, Double needle sleeve and bottom hem, Quarter-turned to eliminate centre crease, Tear away label",,,,,,,,,,,,,,,
050026A2X0,"Superior AW","Gildan Heavy Cotton Adult T-Shirt",Standard,Charcoal,,,,,,,,L,1,4.8,16,4.15,101,3.95,,,Gildan,5000,,,"Seamless double needle 2.22 cm collar, Taped neck and shoulders, Double needle sleeve and bottom hem, Quarter-turned to eliminate centre crease, Tear away label",,,,,,,,,,,,,,,
050026A2X0,"Superior AW","Gildan Heavy Cotton Adult T-Shirt",Standard,Charcoal,,,,,,,,M,1,4.8,16,4.15,101,3.95,,,Gildan,5000,,,"Seamless double needle 2.22 cm collar, Taped neck and shoulders, Double needle sleeve and bottom hem, Quarter-turned to eliminate centre crease, Tear away label",,,,,,,,,,,,,,,
050026A2X0,"Superior AW","Gildan Heavy Cotton Adult T-Shirt",Standard,Charcoal,,,,,,,,S,1,4.8,16,4.15,101,3.95,,,Gildan,5000,,,"Seamless double needle 2.22 cm collar, Taped neck and shoulders, Double needle sleeve and bottom hem, Quarter-turned to eliminate centre crease, Tear away label",,,,,,,,,,,,,,,
050026A2X0,"Superior AW","Gildan Heavy Cotton Adult T-Shirt",Standard,Charcoal,,,,,,,,XL,1,4.8,16,4.15,101,3.95,,,Gildan,5000,,,"Seamless double needle 2.22 cm collar, Taped neck and shoulders, Double needle sleeve and bottom hem, Quarter-turned to eliminate centre crease, Tear away label",,,,,,,,,,,,,,,
050026A2X0,"Superior AW","Gildan Heavy Cotton Adult T-Shirt",Standard,Charcoal,,,,,,,,3XL,1,5.15,16,4.5,101,4.5,,,Gildan,5000,,,"Seamless double needle 2.22 cm collar, Taped neck and shoulders, Double needle sleeve and bottom hem, Quarter-turned to eliminate centre crease, Tear away label",,,,,,,,,,,,,,,
050026A2X0,"Superior AW","Gildan Heavy Cotton Adult T-Shirt",Standard,Royal,,,,,,,,2XL,1,4.8,16,4.15,101,3.95,,,Gildan,5000,,,"Seamless double needle 2.22 cm collar, Taped neck and shoulders, Double needle sleeve and bottom hem, Quarter-turned to eliminate centre crease, Tear away label",,,,,,,,,,,,,,,
050026A2X0,"Superior AW","Gildan Heavy Cotton Adult T-Shirt",Standard,Royal,,,,,,,,L,1,4.8,16,4.15,101,3.95,,,Gildan,5000,,,"Seamless double needle 2.22 cm collar, Taped neck and shoulders, Double needle sleeve and bottom hem, Quarter-turned to eliminate centre crease, Tear away label",,,,,,,,,,,,,,,
050026A2X0,"Superior AW","Gildan Heavy Cotton Adult T-Shirt",Standard,Royal,,,,,,,,M,1,4.8,16,4.15,101,3.95,,,Gildan,5000,,,"Seamless double needle 2.22 cm collar, Taped neck and shoulders, Double needle sleeve and bottom hem, Quarter-turned to eliminate centre crease, Tear away label",,,,,,,,,,,,,,,
050026A2X0,"Superior AW","Gildan Heavy Cotton Adult T-Shirt",Standard,Royal,,,,,,,,S,1,4.8,16,4.15,101,3.95,,,Gildan,5000,,,"Seamless double needle 2.22 cm collar, Taped neck and shoulders, Double needle sleeve and bottom hem, Quarter-turned to eliminate centre crease, Tear away label",,,,,,,,,,,,,,,
050026A2X0,"Superior AW","Gildan Heavy Cotton Adult T-Shirt",Standard,Royal,,,,,,,,XL,1,4.8,16,4.15,101,3.95,,,Gildan,5000,,,"Seamless double needle 2.22 cm collar, Taped neck and shoulders, Double needle sleeve and bottom hem, Quarter-turned to eliminate centre crease, Tear away label",,,,,,,,,,,,,,,
050026A2X0,"Superior AW","Gildan Heavy Cotton Adult T-Shirt",Standard,"Light Blue",,,,,,,,2XL,1,4.8,16,4.15,101,3.95,,,Gildan,5000,,,"Seamless double needle 2.22 cm collar, Taped neck and shoulders, Double needle sleeve and bottom hem, Quarter-turned to eliminate centre crease, Tear away label",,,,,,,,,,,,,,,
050026A2X0,"Superior AW","Gildan Heavy Cotton Adult T-Shirt",Standard,"Light Blue",,,,,,,,L,1,4.8,16,4.15,101,3.95,,,Gildan,5000,,,"Seamless double needle 2.22 cm collar, Taped neck and shoulders, Double needle sleeve and bottom hem, Quarter-turned to eliminate centre crease, Tear away label",,,,,,,,,,,,,,,
050026A2X0,"Superior AW","Gildan Heavy Cotton Adult T-Shirt",Standard,"Light Blue",,,,,,,,M,1,4.8,16,4.15,101,3.95,,,Gildan,5000,,,"Seamless double needle 2.22 cm collar, Taped neck and shoulders, Double needle sleeve and bottom hem, Quarter-turned to eliminate centre crease, Tear away label",,,,,,,,,,,,,,,
050026A2X0,"Superior AW","Gildan Heavy Cotton Adult T-Shirt",Standard,"Light Blue",,,,,,,,S,1,4.8,16,4.15,101,3.95,,,Gildan,5000,,,"Seamless double needle 2.22 cm collar, Taped neck and shoulders, Double needle sleeve and bottom hem, Quarter-turned to eliminate centre crease, Tear away label",,,,,,,,,,,,,,,
050026A2X0,"Superior AW","Gildan Heavy Cotton Adult T-Shirt",Standard,"Light Blue",,,,,,,,XL,1,4.8,16,4.15,101,3.95,,,Gildan,5000,,,"Seamless double needle 2.22 cm collar, Taped neck and shoulders, Double needle sleeve and bottom hem, Quarter-turned to eliminate centre crease, Tear away label",,,,,,,,,,,,,,,
050026A2X0,"Superior AW","Gildan Heavy Cotton Adult T-Shirt",Standard,"Light Blue",,,,,,,,3XL,1,5.15,16,4.5,101,4.5,,,Gildan,5000,,,"Seamless double needle 2.22 cm collar, Taped neck and shoulders, Double needle sleeve and bottom hem, Quarter-turned to eliminate centre crease, Tear away label",,,,,,,,,,,,,,,
050026A2X0,"Superior AW","Gildan Heavy Cotton Adult T-Shirt",Standard,Purple,,,,,,,,2XL,1,4.8,16,4.15,101,3.95,,,Gildan,5000,,,"Seamless double needle 2.22 cm collar, Taped neck and shoulders, Double needle sleeve and bottom hem, Quarter-turned to eliminate centre crease, Tear away label",,,,,,,,,,,,,,,
050026A2X0,"Superior AW","Gildan Heavy Cotton Adult T-Shirt",Standard,Purple,,,,,,,,L,1,4.8,16,4.15,101,3.95,,,Gildan,5000,,,"Seamless double needle 2.22 cm collar, Taped neck and shoulders, Double needle sleeve and bottom hem, Quarter-turned to eliminate centre crease, Tear away label",,,,,,,,,,,,,,,
050026A2X0,"Superior AW","Gildan Heavy Cotton Adult T-Shirt",Standard,Purple,,,,,,,,M,1,4.8,16,4.15,101,3.95,,,Gildan,5000,,,"Seamless double needle 2.22 cm collar, Taped neck and shoulders, Double needle sleeve and bottom hem, Quarter-turned to eliminate centre crease, Tear away label",,,,,,,,,,,,,,,
050026A2X0,"Superior AW","Gildan Heavy Cotton Adult T-Shirt",Standard,Purple,,,,,,,,S,1,4.8,16,4.15,101,3.95,,,Gildan,5000,,,"Seamless double needle 2.22 cm collar, Taped neck and shoulders, Double needle sleeve and bottom hem, Quarter-turned to eliminate centre crease, Tear away label",,,,,,,,,,,,,,,
050026A2X0,"Superior AW","Gildan Heavy Cotton Adult T-Shirt",Standard,Purple,,,,,,,,XL,1,4.8,16,4.15,101,3.95,,,Gildan,5000,,,"Seamless double needle 2.22 cm collar, Taped neck and shoulders, Double needle sleeve and bottom hem, Quarter-turned to eliminate centre crease, Tear away label",,,,,,,,,,,,,,,
050026A2X0,"Superior AW","Gildan Heavy Cotton Adult T-Shirt",Standard,Purple,,,,,,,,3XL,1,5.15,16,4.5,101,4.5,,,Gildan,5000,,,"Seamless double needle 2.22 cm collar, Taped neck and shoulders, Double needle sleeve and bottom hem, Quarter-turned to eliminate centre crease, Tear away label",,,,,,,,,,,,,,,
050026A2X0,"Superior AW","Gildan Heavy Cotton Adult T-Shirt",Standard,Violet,,,,,,,,2XL,1,4.8,16,4.15,101,3.95,,,Gildan,5000,,,"Seamless double needle 2.22 cm collar, Taped neck and shoulders, Double needle sleeve and bottom hem, Quarter-turned to eliminate centre crease, Tear away label",,,,,,,,,,,,,,,
050026A2X0,"Superior AW","Gildan Heavy Cotton Adult T-Shirt",Standard,Violet,,,,,,,,L,1,4.8,16,4.15,101,3.95,,,Gildan,5000,,,"Seamless double needle 2.22 cm collar, Taped neck and shoulders, Double needle sleeve and bottom hem, Quarter-turned to eliminate centre crease, Tear away label",,,,,,,,,,,,,,,
050026A2X0,"Superior AW","Gildan Heavy Cotton Adult T-Shirt",Standard,Violet,,,,,,,,M,1,4.8,16,4.15,101,3.95,,,Gildan,5000,,,"Seamless double needle 2.22 cm collar, Taped neck and shoulders, Double needle sleeve and bottom hem, Quarter-turned to eliminate centre crease, Tear away label",,,,,,,,,,,,,,,
050026A2X0,"Superior AW","Gildan Heavy Cotton Adult T-Shirt",Standard,Violet,,,,,,,,S,1,4.8,16,4.15,101,3.95,,,Gildan,5000,,,"Seamless double needle 2.22 cm collar, Taped neck and shoulders, Double needle sleeve and bottom hem, Quarter-turned to eliminate centre crease, Tear away label",,,,,,,,,,,,,,,
050026A2X0,"Superior AW","Gildan Heavy Cotton Adult T-Shirt",Standard,Violet,,,,,,,,XL,1,4.8,16,4.15,101,3.95,,,Gildan,5000,,,"Seamless double needle 2.22 cm collar, Taped neck and shoulders, Double needle sleeve and bottom hem, Quarter-turned to eliminate centre crease, Tear away label",,,,,,,,,,,,,,,
050026A2X0,"Superior AW","Gildan Heavy Cotton Adult T-Shirt",Standard,"Ash Grey",,,,,,,,2XL,1,4.8,16,4.15,101,3.95,,,Gildan,5000,,,"Seamless double needle 2.22 cm collar, Taped neck and shoulders, Double needle sleeve and bottom hem, Quarter-turned to eliminate centre crease, Tear away label",,,,,,,,,,,,,,,
050026A2X0,"Superior AW","Gildan Heavy Cotton Adult T-Shirt",Standard,"Ash Grey",,,,,,,,L,1,4.8,16,4.15,101,3.95,,,Gildan,5000,,,"Seamless double needle 2.22 cm collar, Taped neck and shoulders, Double needle sleeve and bottom hem, Quarter-turned to eliminate centre crease, Tear away label",,,,,,,,,,,,,,,
050026A2X0,"Superior AW","Gildan Heavy Cotton Adult T-Shirt",Standard,"Ash Grey",,,,,,,,M,1,4.8,16,4.15,101,3.95,,,Gildan,5000,,,"Seamless double needle 2.22 cm collar, Taped neck and shoulders, Double needle sleeve and bottom hem, Quarter-turned to eliminate centre crease, Tear away label",,,,,,,,,,,,,,,
050026A2X0,"Superior AW","Gildan Heavy Cotton Adult T-Shirt",Standard,"Ash Grey",,,,,,,,S,1,4.8,16,4.15,101,3.95,,,Gildan,5000,,,"Seamless double needle 2.22 cm collar, Taped neck and shoulders, Double needle sleeve and bottom hem, Quarter-turned to eliminate centre crease, Tear away label",,,,,,,,,,,,,,,
050026A2X0,"Superior AW","Gildan Heavy Cotton Adult T-Shirt",Standard,"Ash Grey",,,,,,,,XL,1,4.8,16,4.15,101,3.95,,,Gildan,5000,,,"Seamless double needle 2.22 cm collar, Taped neck and shoulders, Double needle sleeve and bottom hem, Quarter-turned to eliminate centre crease, Tear away label",,,,,,,,,,,,,,,
050026A2X0,"Superior AW","Gildan Heavy Cotton Adult T-Shirt",Standard,"Sport Grey",,,,,,,,2XL,1,4.8,16,4.15,101,3.95,,,Gildan,5000,,,"Seamless double needle 2.22 cm collar, Taped neck and shoulders, Double needle sleeve and bottom hem, Quarter-turned to eliminate centre crease, Tear away label",,,,,,,,,,,,,,,
050026A2X0,"Superior AW","Gildan Heavy Cotton Adult T-Shirt",Standard,"Sport Grey",,,,,,,,L,1,4.8,16,4.15,101,3.95,,,Gildan,5000,,,"Seamless double needle 2.22 cm collar, Taped neck and shoulders, Double needle sleeve and bottom hem, Quarter-turned to eliminate centre crease, Tear away label",,,,,,,,,,,,,,,
050026A2X0,"Superior AW","Gildan Heavy Cotton Adult T-Shirt",Standard,"Sport Grey",,,,,,,,M,1,4.8,16,4.15,101,3.95,,,Gildan,5000,,,"Seamless double needle 2.22 cm collar, Taped neck and shoulders, Double needle sleeve and bottom hem, Quarter-turned to eliminate centre crease, Tear away label",,,,,,,,,,,,,,,
050026A2X0,"Superior AW","Gildan Heavy Cotton Adult T-Shirt",Standard,"Sport Grey",,,,,,,,S,1,4.8,16,4.15,101,3.95,,,Gildan,5000,,,"Seamless double needle 2.22 cm collar, Taped neck and shoulders, Double needle sleeve and bottom hem, Quarter-turned to eliminate centre crease, Tear away label",,,,,,,,,,,,,,,
050026A2X0,"Superior AW","Gildan Heavy Cotton Adult T-Shirt",Standard,"Sport Grey",,,,,,,,XL,1,4.8,16,4.15,101,3.95,,,Gildan,5000,,,"Seamless double needle 2.22 cm collar, Taped neck and shoulders, Double needle sleeve and bottom hem, Quarter-turned to eliminate centre crease, Tear away label",,,,,,,,,,,,,,,
050026A2X0,"Superior AW","Gildan Heavy Cotton Adult T-Shirt",Standard,Daisy,,,,,,,,2XL,1,4.8,16,4.15,101,3.95,,,Gildan,5000,,,"Seamless double needle 2.22 cm collar, Taped neck and shoulders, Double needle sleeve and bottom hem, Quarter-turned to eliminate centre crease, Tear away label",,,,,,,,,,,,,,,
050026A2X0,"Superior AW","Gildan Heavy Cotton Adult T-Shirt",Standard,Daisy,,,,,,,,L,1,4.8,16,4.15,101,3.95,,,Gildan,5000,,,"Seamless double needle 2.22 cm collar, Taped neck and shoulders, Double needle sleeve and bottom hem, Quarter-turned to eliminate centre crease, Tear away label",,,,,,,,,,,,,,,
050026A2X0,"Superior AW","Gildan Heavy Cotton Adult T-Shirt",Standard,Daisy,,,,,,,,M,1,4.8,16,4.15,101,3.95,,,Gildan,5000,,,"Seamless double needle 2.22 cm collar, Taped neck and shoulders, Double needle sleeve and bottom hem, Quarter-turned to eliminate centre crease, Tear away label",,,,,,,,,,,,,,,
050026A2X0,"Superior AW","Gildan Heavy Cotton Adult T-Shirt",Standard,Daisy,,,,,,,,S,1,4.8,16,4.15,101,3.95,,,Gildan,5000,,,"Seamless double needle 2.22 cm collar, Taped neck and shoulders, Double needle sleeve and bottom hem, Quarter-turned to eliminate centre crease, Tear away label",,,,,,,,,,,,,,,
050026A2X0,"Superior AW","Gildan Heavy Cotton Adult T-Shirt",Standard,Daisy,,,,,,,,XL,1,4.8,16,4.15,101,3.95,,,Gildan,5000,,,"Seamless double needle 2.22 cm collar, Taped neck and shoulders, Double needle sleeve and bottom hem, Quarter-turned to eliminate centre crease, Tear away label",,,,,,,,,,,,,,,
050026A2X0,"Superior AW","Gildan Heavy Cotton Adult T-Shirt",Standard,Daisy,,,,,,,,3XL,1,5.15,16,4.5,101,4.5,,,Gildan,5000,,,"Seamless double needle 2.22 cm collar, Taped neck and shoulders, Double needle sleeve and bottom hem, Quarter-turned to eliminate centre crease, Tear away label",,,,,,,,,,,,,,,
050026A2X0,"Superior AW","Gildan Heavy Cotton Adult T-Shirt",Standard,"Irish Green",,,,,,,,2XL,1,4.8,16,4.15,101,3.95,,,Gildan,5000,,,"Seamless double needle 2.22 cm collar, Taped neck and shoulders, Double needle sleeve and bottom hem, Quarter-turned to eliminate centre crease, Tear away label",,,,,,,,,,,,,,,
050026A2X0,"Superior AW","Gildan Heavy Cotton Adult T-Shirt",Standard,"Irish Green",,,,,,,,L,1,4.8,16,4.15,101,3.95,,,Gildan,5000,,,"Seamless double needle 2.22 cm collar, Taped neck and shoulders, Double needle sleeve and bottom hem, Quarter-turned to eliminate centre crease, Tear away label",,,,,,,,,,,,,,,
050026A2X0,"Superior AW","Gildan Heavy Cotton Adult T-Shirt",Standard,"Irish Green",,,,,,,,M,1,4.8,16,4.15,101,3.95,,,Gildan,5000,,,"Seamless double needle 2.22 cm collar, Taped neck and shoulders, Double needle sleeve and bottom hem, Quarter-turned to eliminate centre crease, Tear away label",,,,,,,,,,,,,,,
050026A2X0,"Superior AW","Gildan Heavy Cotton Adult T-Shirt",Standard,"Irish Green",,,,,,,,S,1,4.8,16,4.15,101,3.95,,,Gildan,5000,,,"Seamless double needle 2.22 cm collar, Taped neck and shoulders, Double needle sleeve and bottom hem, Quarter-turned to eliminate centre crease, Tear away label",,,,,,,,,,,,,,,
050026A2X0,"Superior AW","Gildan Heavy Cotton Adult T-Shirt",Standard,"Irish Green",,,,,,,,XL,1,4.8,16,4.15,101,3.95,,,Gildan,5000,,,"Seamless double needle 2.22 cm collar, Taped neck and shoulders, Double needle sleeve and bottom hem, Quarter-turned to eliminate centre crease, Tear away label",,,,,,,,,,,,,,,
050026A2X0,"Superior AW","Gildan Heavy Cotton Adult T-Shirt",Standard,"Irish Green",,,,,,,,3XL,1,5.15,16,4.5,101,4.5,,,Gildan,5000,,,"Seamless double needle 2.22 cm collar, Taped neck and shoulders, Double needle sleeve and bottom hem, Quarter-turned to eliminate centre crease, Tear away label",,,,,,,,,,,,,,,
050026A2X0,"Superior AW","Gildan Heavy Cotton Adult T-Shirt",Standard,"Heather Sapphire",,,,,,,,2XL,1,4.8,16,4.15,101,3.95,,,Gildan,5000,,,"Seamless double needle 2.22 cm collar, Taped neck and shoulders, Double needle sleeve and bottom hem, Quarter-turned to eliminate centre crease, Tear away label",,,,,,,,,,,,,,,
050026A2X0,"Superior AW","Gildan Heavy Cotton Adult T-Shirt",Standard,"Heather Sapphire",,,,,,,,L,1,4.8,16,4.15,101,3.95,,,Gildan,5000,,,"Seamless double needle 2.22 cm collar, Taped neck and shoulders, Double needle sleeve and bottom hem, Quarter-turned to eliminate centre crease, Tear away label",,,,,,,,,,,,,,,
050026A2X0,"Superior AW","Gildan Heavy Cotton Adult T-Shirt",Standard,"Heather Sapphire",,,,,,,,M,1,4.8,16,4.15,101,3.95,,,Gildan,5000,,,"Seamless double needle 2.22 cm collar, Taped neck and shoulders, Double needle sleeve and bottom hem, Quarter-turned to eliminate centre crease, Tear away label",,,,,,,,,,,,,,,
050026A2X0,"Superior AW","Gildan Heavy Cotton Adult T-Shirt",Standard,"Heather Sapphire",,,,,,,,S,1,4.8,16,4.15,101,3.95,,,Gildan,5000,,,"Seamless double needle 2.22 cm collar, Taped neck and shoulders, Double needle sleeve and bottom hem, Quarter-turned to eliminate centre crease, Tear away label",,,,,,,,,,,,,,,
050026A2X0,"Superior AW","Gildan Heavy Cotton Adult T-Shirt",Standard,"Heather Sapphire",,,,,,,,XL,1,4.8,16,4.15,101,3.95,,,Gildan,5000,,,"Seamless double needle 2.22 cm collar, Taped neck and shoulders, Double needle sleeve and bottom hem, Quarter-turned to eliminate centre crease, Tear away label",,,,,,,,,,,,,,,
050026A2X0,"Superior AW","Gildan Heavy Cotton Adult T-Shirt",Standard,"Heather Red",,,,,,,,2XL,1,4.8,16,4.15,101,3.95,,,Gildan,5000,,,"Seamless double needle 2.22 cm collar, Taped neck and shoulders, Double needle sleeve and bottom hem, Quarter-turned to eliminate centre crease, Tear away label",,,,,,,,,,,,,,,
050026A2X0,"Superior AW","Gildan Heavy Cotton Adult T-Shirt",Standard,"Heather Red",,,,,,,,L,1,4.8,16,4.15,101,3.95,,,Gildan,5000,,,"Seamless double needle 2.22 cm collar, Taped neck and shoulders, Double needle sleeve and bottom hem, Quarter-turned to eliminate centre crease, Tear away label",,,,,,,,,,,,,,,
050026A2X0,"Superior AW","Gildan Heavy Cotton Adult T-Shirt",Standard,"Heather Red",,,,,,,,M,1,4.8,16,4.15,101,3.95,,,Gildan,5000,,,"Seamless double needle 2.22 cm collar, Taped neck and shoulders, Double needle sleeve and bottom hem, Quarter-turned to eliminate centre crease, Tear away label",,,,,,,,,,,,,,,
050026A2X0,"Superior AW","Gildan Heavy Cotton Adult T-Shirt",Standard,"Heather Red",,,,,,,,S,1,4.8,16,4.15,101,3.95,,,Gildan,5000,,,"Seamless double needle 2.22 cm collar, Taped neck and shoulders, Double needle sleeve and bottom hem, Quarter-turned to eliminate centre crease, Tear away label",,,,,,,,,,,,,,,
050026A2X0,"Superior AW","Gildan Heavy Cotton Adult T-Shirt",Standard,"Heather Red",,,,,,,,XL,1,4.8,16,4.15,101,3.95,,,Gildan,5000,,,"Seamless double needle 2.22 cm collar, Taped neck and shoulders, Double needle sleeve and bottom hem, Quarter-turned to eliminate centre crease, Tear away label",,,,,,,,,,,,,,,
050026A2X0,"Superior AW","Gildan Heavy Cotton Adult T-Shirt",Standard,"Antique Irish Green",,,,,,,,2XL,1,4.8,16,4.15,101,3.95,,,Gildan,5000,,,"Seamless double needle 2.22 cm collar, Taped neck and shoulders, Double needle sleeve and bottom hem, Quarter-turned to eliminate centre crease, Tear away label",,,,,,,,,,,,,,,
050026A2X0,"Superior AW","Gildan Heavy Cotton Adult T-Shirt",Standard,"Antique Irish Green",,,,,,,,L,1,4.8,16,4.15,101,3.95,,,Gildan,5000,,,"Seamless double needle 2.22 cm collar, Taped neck and shoulders, Double needle sleeve and bottom hem, Quarter-turned to eliminate centre crease, Tear away label",,,,,,,,,,,,,,,
050026A2X0,"Superior AW","Gildan Heavy Cotton Adult T-Shirt",Standard,"Antique Irish Green",,,,,,,,M,1,4.8,16,4.15,101,3.95,,,Gildan,5000,,,"Seamless double needle 2.22 cm collar, Taped neck and shoulders, Double needle sleeve and bottom hem, Quarter-turned to eliminate centre crease, Tear away label",,,,,,,,,,,,,,,
050026A2X0,"Superior AW","Gildan Heavy Cotton Adult T-Shirt",Standard,"Antique Irish Green",,,,,,,,S,1,4.8,16,4.15,101,3.95,,,Gildan,5000,,,"Seamless double needle 2.22 cm collar, Taped neck and shoulders, Double needle sleeve and bottom hem, Quarter-turned to eliminate centre crease, Tear away label",,,,,,,,,,,,,,,
050026A2X0,"Superior AW","Gildan Heavy Cotton Adult T-Shirt",Standard,"Antique Irish Green",,,,,,,,XL,1,4.8,16,4.15,101,3.95,,,Gildan,5000,,,"Seamless double needle 2.22 cm collar, Taped neck and shoulders, Double needle sleeve and bottom hem, Quarter-turned to eliminate centre crease, Tear away label",,,,,,,,,,,,,,,
050026A2X0,"Superior AW","Gildan Heavy Cotton Adult T-Shirt",Standard,"Antique Jade Dome",,,,,,,,2XL,1,4.8,16,4.15,101,3.95,,,Gildan,5000,,,"Seamless double needle 2.22 cm collar, Taped neck and shoulders, Double needle sleeve and bottom hem, Quarter-turned to eliminate centre crease, Tear away label",,,,,,,,,,,,,,,
050026A2X0,"Superior AW","Gildan Heavy Cotton Adult T-Shirt",Standard,"Antique Jade Dome",,,,,,,,L,1,4.8,16,4.15,101,3.95,,,Gildan,5000,,,"Seamless double needle 2.22 cm collar, Taped neck and shoulders, Double needle sleeve and bottom hem, Quarter-turned to eliminate centre crease, Tear away label",,,,,,,,,,,,,,,
050026A2X0,"Superior AW","Gildan Heavy Cotton Adult T-Shirt",Standard,"Antique Jade Dome",,,,,,,,M,1,4.8,16,4.15,101,3.95,,,Gildan,5000,,,"Seamless double needle 2.22 cm collar, Taped neck and shoulders, Double needle sleeve and bottom hem, Quarter-turned to eliminate centre crease, Tear away label",,,,,,,,,,,,,,,
